gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_group,monthly_tenure_ratio,total_services,has_security_bundle,has_support,has_streaming_bundle,is_new_customer,is_high_value,contract_risk,avg_monthly_spend,Churn
Male,No,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.25,2907.35,25-48,1.5056818181818181,6,1,1,0,0,0,2,66.07613636363637,0
Male,No,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.75,99.75,0-12,49.875,6,0,0,1,1,1,2,49.875,1
Male,No,No,Yes,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.7,4634.35,25-48,2.1673913043478263,6,0,0,1,0,1,0,100.74673913043479,0
Male,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.85,70.85,0-12,35.425,2,0,0,0,1,1,2,35.425,1
Male,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.75,50.75,0-12,25.375,3,0,0,0,1,0,2,25.375,0
Male,No,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.45,2509.95,25-48,2.7564516129032257,4,0,0,0,0,1,2,80.96612903225805,0
Male,Yes,No,No,70,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),44.05,3011.65,49-72,0.6204225352112676,4,0,0,0,0,0,1,42.417605633802815,0
Male,No,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.65,6889.8,49-72,1.61,7,0,1,1,0,1,1,105.99692307692308,0
Female,No,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,428.45,13-24,1.3210526315789475,2,0,0,0,0,0,0,22.55,0
Male,No,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,726.1,25-48,0.5210526315789474,1,0,0,0,0,0,0,19.107894736842105,0
Female,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.5,4919.7,49-72,0.8972602739726028,7,1,1,1,0,0,0,67.3931506849315,0
Female,No,Yes,Yes,45,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.9,2333.85,25-48,1.1065217391304347,4,0,0,1,0,0,2,50.73586956521739,0
Female,No,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),81.25,4620.4,49-72,1.4254385964912282,8,1,1,0,0,1,0,81.05964912280702,0
Female,Yes,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.85,2633.4,25-48,2.6515625,4,0,0,0,0,1,2,82.29375,0
Male,No,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.95,1244.8,49-72,0.31666666666666665,1,0,0,0,0,0,1,19.75873015873016,0
Male,Yes,Yes,No,69,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),29.8,2134.3,49-72,0.4257142857142857,2,0,0,0,0,0,1,30.490000000000002,0
Female,No,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.4,84.75,0-12,4.08,1,0,0,0,1,0,1,16.95,0
Male,No,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,1269.1,49-72,0.29776119402985074,1,0,0,0,0,0,0,18.941791044776117,0
Female,No,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,4872.35,49-72,0.9746478873239437,6,1,0,0,0,0,0,68.62464788732395,0
Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.75,7629.85,49-72,1.4486301369863013,7,0,0,1,0,1,1,104.51849315068493,0
Male,No,No,No,56,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,52.7,3019.7,49-72,0.924561403508772,4,0,0,0,0,0,1,52.97719298245614,0
Female,No,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,95.5,1115.15,0-12,7.346153846153846,5,0,0,1,0,1,1,85.78076923076924,1
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.75,70.75,0-12,35.375,2,0,0,0,1,1,2,35.375,1
Female,No,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.5,4527.45,25-48,2.7261904761904763,9,1,1,1,0,1,2,107.79642857142856,1
Male,No,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,59.55,59.55,0-12,29.775,4,0,1,0,1,0,2,29.775,0
Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,13-24,1.4035714285714285,1,0,0,0,0,0,1,17.485714285714288,0
Male,No,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.75,2070.6,25-48,3.1018518518518516,4,0,0,0,0,1,2,76.68888888888888,1
Female,No,No,Yes,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),79.5,1264.2,13-24,4.676470588235294,4,0,1,0,0,1,1,74.36470588235295,0
Male,No,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,54.65,189.1,0-12,13.6625,3,0,0,0,1,0,2,47.275,0
Male,No,No,No,58,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),70.1,4048.95,49-72,1.1881355932203388,6,0,1,0,0,1,0,68.62627118644068,0
Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.1,6352.4,49-72,1.2205479452054793,9,1,1,1,0,1,0,87.01917808219177,0
Male,No,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.2,1238.65,49-72,0.3719298245614035,1,0,0,0,0,0,1,21.730701754385965,0
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,0-12,34.825,2,0,0,0,1,0,2,34.825,1
Female,No,Yes,No,33,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),53.75,1857.3,25-48,1.5808823529411764,4,0,1,0,0,0,1,54.62647058823529,0
Male,Yes,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),93.8,1261.0,13-24,6.7,6,1,0,0,0,1,2,90.07142857142857,0
Male,No,No,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,86.9,4939.25,49-72,1.4982758620689656,4,0,0,0,0,1,1,85.15948275862068,0
Female,No,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,74.8,1438.05,13-24,3.9368421052631577,3,0,0,0,0,1,2,75.68684210526315,0
Male,No,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.75,4273.45,25-48,2.366279069767442,6,0,0,1,0,1,2,99.38255813953488,1
Male,No,Yes,No,32,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),72.8,2333.05,25-48,2.206060606060606,6,0,1,0,0,1,1,70.69848484848485,0
Male,No,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,635.9,25-48,0.5942857142857143,1,0,0,0,0,0,2,18.16857142857143,0
Male,No,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.25,6823.4,49-72,1.6192307692307693,7,0,1,1,0,1,0,104.97538461538461,0
Female,No,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,837.95,0-12,6.375,3,0,0,0,0,1,2,69.82916666666667,1
Female,No,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.85,4847.35,49-72,2.017,6,0,0,1,0,1,2,96.947,0
Female,No,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.8,1900.25,13-24,3.4916666666666667,5,0,1,0,0,1,2,79.17708333333333,1
Female,No,Yes,Yes,56,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),68.75,3808.0,49-72,1.206140350877193,6,0,0,0,0,0,1,66.80701754385964,0
Female,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,461.3,25-48,0.7326923076923078,1,0,0,0,0,0,2,17.742307692307694,0
Male,Yes,Yes,No,8,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,43.35,371.4,0-12,4.816666666666666,4,0,0,0,0,0,2,41.266666666666666,0
Female,No,Yes,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,62.65,2274.9,25-48,1.79,6,1,1,0,0,0,2,64.99714285714286,1
Male,No,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.35,184.05,0-12,3.7642857142857147,2,0,0,0,1,0,2,26.292857142857144,0
Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,104.05,2470.1,13-24,4.335416666666666,7,0,1,1,0,1,2,102.92083333333333,1
Male,No,Yes,Yes,31,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),35.4,1077.5,25-48,1.10625,3,0,1,0,0,0,2,33.671875,1
Male,No,Yes,Yes,12,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,35.5,432.25,0-12,2.730769230769231,3,0,1,0,0,0,2,33.25,0
Female,No,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.15,319.85,0-12,16.03,4,0,0,0,1,1,2,63.970000000000006,0
Female,No,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.55,6215.35,49-72,1.57109375,7,1,0,0,0,1,2,97.11484375,1
Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.65,38.8,0-12,6.55,1,0,0,0,1,0,2,12.933333333333332,0
Female,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,1500.95,49-72,0.2847222222222222,1,0,0,0,0,0,0,20.84652777777778,0
Female,No,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,3340.55,25-48,2.3368421052631576,5,0,0,0,0,1,2,87.90921052631579,0
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,45.15,0-12,22.575,2,0,0,0,1,0,2,22.575,1
Male,Yes,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.1,141.65,0-12,23.366666666666664,2,0,0,0,1,1,2,47.21666666666667,0
Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.1,576.65,0-12,10.1375,3,0,0,0,0,1,2,72.08125,1
Male,Yes,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),74.1,5031.0,49-72,1.0585714285714285,7,0,1,0,0,1,0,71.87142857142857,0
Male,No,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.25,1490.95,13-24,3.9125,4,0,0,0,0,1,2,74.5475,1
Female,No,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,13-24,5.33,7,0,1,1,0,1,2,96.7225,1
Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.1,6230.1,49-72,1.1931506849315068,9,1,1,1,0,1,0,85.34383561643835,0
Female,No,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.6,2933.2,25-48,3.2866666666666666,6,0,0,1,0,1,2,97.77333333333333,1
Female,Yes,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.0,127.1,0-12,11.25,2,0,0,0,1,0,2,31.775,1
Female,No,Yes,Yes,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.0,581.7,0-12,4.25,3,0,0,0,0,0,2,48.475,0
Female,Yes,No,No,33,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),59.45,1884.65,25-48,1.7485294117647059,6,1,0,1,0,0,2,55.43088235294118,0
Female,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),97.7,6869.7,49-72,1.3383561643835618,6,0,0,1,0,1,0,94.1054794520548,0
Male,Yes,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,94.15,0-12,3.341666666666667,1,0,0,0,1,0,2,15.691666666666668,0
Male,Yes,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,49-72,0.7677966101694915,4,0,0,0,0,0,2,44.93559322033898,1
Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.15,7365.3,49-72,1.4465277777777779,7,0,1,1,0,1,0,102.29583333333333,0
Male,No,No,No,9,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.4,418.8,0-12,4.54,3,0,0,1,0,0,2,41.88,1
Female,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,50.1,0-12,25.05,3,0,0,0,1,0,2,25.05,0
Female,No,No,No,2,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,54.35,117.05,0-12,18.116666666666667,4,0,1,0,1,0,2,39.016666666666666,0
Male,No,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.35,697.65,25-48,0.5355263157894737,1,0,0,0,0,0,2,18.35921052631579,0
Male,No,Yes,Yes,6,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.3,324.25,0-12,7.8999999999999995,4,0,0,0,1,0,2,46.32142857142857,1
Female,No,Yes,No,24,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,66.3,1559.45,13-24,2.6519999999999997,6,1,0,0,0,0,2,62.378,0
Male,No,No,No,54,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.1,4735.2,49-72,1.5836363636363635,8,0,1,1,0,1,0,86.09454545454545,0
Male,No,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,465.45,13-24,0.8250000000000001,1,0,0,0,0,0,1,19.39375,0
Male,Yes,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.55,1422.65,13-24,4.13421052631579,3,0,0,0,0,1,2,74.8763157894737,1
Male,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,64.7,4746.05,49-72,0.8863013698630138,7,1,1,1,0,0,0,65.01438356164384,0
Female,No,No,Yes,53,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,84.6,4449.75,49-72,1.5666666666666667,8,0,1,1,0,1,1,82.40277777777777,0
Female,No,Yes,Yes,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),78.6,1846.65,13-24,3.1439999999999997,7,0,0,1,0,1,0,73.866,0
Male,Yes,Yes,No,56,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.65,4824.45,49-72,1.5026315789473685,8,1,1,1,0,1,0,84.63947368421053,0
Male,No,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,2331.3,13-24,4.160416666666666,6,0,1,1,0,1,2,97.1375,1
Female,No,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,1813.35,49-72,0.3534722222222222,2,0,0,0,0,0,0,25.185416666666665,0
Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,45.3,45.3,0-12,22.65,3,0,0,1,1,0,2,22.65,1
Female,Yes,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.4,1692.6,13-24,3.2347826086956526,3,0,0,0,0,1,2,73.59130434782608,1
Male,No,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.55,1252.85,49-72,0.3543103448275862,1,0,0,0,0,0,0,21.600862068965515,0
Male,No,Yes,No,69,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.25,4055.5,49-72,0.8607142857142858,6,0,1,1,0,0,0,57.93571428571428,0
Female,No,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,5921.35,49-72,1.8017241379310345,7,0,0,1,0,1,2,102.09224137931035,1
Female,No,No,No,47,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,65.0,2879.9,25-48,1.3541666666666667,6,0,1,0,0,0,0,59.99791666666667,0
Male,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,288.05,13-24,1.25,1,0,0,0,0,0,2,18.003125,1
Female,No,No,No,29,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,31.2,926.2,25-48,1.04,2,0,1,0,0,0,2,30.873333333333335,0
Female,No,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.0,684.05,25-48,0.9629629629629629,2,0,0,0,0,0,1,25.335185185185182,0
Male,No,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,638.55,25-48,0.6390625,1,0,0,0,0,0,0,19.9546875,0
Male,Yes,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.5,874.2,0-12,6.541666666666667,3,0,0,0,0,1,2,72.85000000000001,0
Female,No,No,No,42,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),78.45,3373.4,25-48,1.8244186046511628,7,0,1,1,0,1,0,78.45116279069768,0
Female,No,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),54.2,3623.95,49-72,0.7970588235294118,6,1,1,0,0,0,0,53.29338235294117,0
Male,Yes,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.6,3270.25,25-48,2.9588235294117644,6,0,0,1,0,1,2,96.18382352941177,0
Female,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.8,160.05,0-12,2.2,1,0,0,0,0,0,1,17.783333333333335,0
Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,396.1,0-12,19.09,5,0,0,1,1,1,2,79.22,1
Male,No,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,49-72,0.8447761194029851,6,1,1,0,0,0,0,56.55522388059701,0
Male,No,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.45,5124.6,49-72,1.6570175438596493,6,0,1,0,0,1,2,89.90526315789474,1
Female,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.0,371.65,0-12,13.5,4,0,0,0,1,1,2,61.94166666666666,1
Male,No,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.5,896.9,0-12,6.708333333333333,4,0,0,0,0,1,2,74.74166666666666,1
Female,Yes,No,No,6,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.4,263.05,0-12,6.3428571428571425,3,0,0,1,1,0,2,37.57857142857143,0
Male,No,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,754.5,25-48,0.5256756756756756,1,0,0,0,0,0,0,20.39189189189189,0
Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,0-12,40.275,3,0,0,0,1,1,2,40.275,1
Male,No,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,80.8,3132.75,25-48,1.9707317073170731,4,0,0,0,0,1,1,76.40853658536585,0
Male,No,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.0,6602.9,49-72,1.3380281690140845,6,0,0,0,0,1,1,92.99859154929577,0
Male,No,No,No,44,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),85.25,3704.15,25-48,1.8944444444444444,8,0,1,1,0,1,1,82.31444444444445,0
Female,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.0,389.6,0-12,13.5,3,0,0,0,1,1,2,64.93333333333334,1
Female,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,280.85,13-24,1.0861111111111112,1,0,0,0,0,0,1,15.60277777777778,0
Male,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.8,1874.3,49-72,0.33972602739726027,2,0,0,0,0,0,0,25.675342465753424,0
Female,No,No,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),56.35,1381.2,13-24,2.254,4,0,1,0,0,0,2,55.248000000000005,0
Male,No,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.7,4346.4,25-48,2.492857142857143,7,0,0,1,0,1,2,103.48571428571428,1
Male,No,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),65.65,3566.7,49-72,1.1936363636363638,6,1,1,0,0,0,0,64.8490909090909,0
Male,No,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.1,73.1,0-12,4.82,2,0,0,0,1,0,1,14.62,0
Female,No,No,Yes,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.15,382.2,13-24,2.1535714285714285,2,0,0,0,0,0,2,27.3,0
Female,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.25,1988.05,49-72,0.3595890410958904,2,0,0,0,0,0,0,27.233561643835614,0
Male,No,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.85,252.0,13-24,1.417857142857143,1,0,0,0,0,0,2,18.0,0
Female,No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.65,20.65,0-12,10.325,1,0,0,0,1,0,2,10.325,0
Female,No,No,No,63,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),90.05,5817.0,49-72,1.40703125,5,0,1,0,0,1,1,90.890625,0
Female,No,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.4,2200.25,13-24,4.745454545454546,7,0,0,1,0,1,2,100.01136363636364,1
Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.9,7922.75,49-72,1.5191780821917809,8,0,1,1,0,1,0,108.53082191780823,0
Male,No,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.15,982.95,25-48,0.41122448979591836,1,0,0,0,0,0,0,20.060204081632655,0
Female,No,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.15,1411.2,49-72,0.2838028169014084,1,0,0,0,0,0,0,19.87605633802817,0
Male,No,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.9,7459.05,49-72,1.382191780821918,7,0,0,1,0,1,0,102.17876712328767,0
Female,No,No,No,19,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.2,1093.4,13-24,2.81,3,0,0,0,0,0,2,54.67,0
Female,No,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.45,3029.1,25-48,2.401388888888889,4,0,0,0,0,1,2,84.14166666666667,1
